Time,Open,High,Low,Latest,Change,%Change,Volume
2002-11-06,121.82,122.65,121.67,121.86,0.01,+0.01%,0
2002-11-07,121.71,121.94,121.1,121.16,-0.7,-0.57%,0
2002-11-08,121.16,121.35,119.56,119.78,-1.38,-1.14%,0
2002-11-11,119.97,120.08,119.11,119.56,-0.22,-0.18%,0
2002-11-12,119.68,119.87,119.3,119.69,0.13,+0.11%,0
2002-11-13,119.57,120.31,119.5,120.09,0.4,+0.33%,0
2002-11-14,120,120.68,119.66,120.48,0.39,+0.32%,0
2002-11-15,120.45,120.9,120.26,120.5,0.02,+0.02%,0
2002-11-18,120.4,121.29,120.3,121.01,0.51,+0.42%,0
2002-11-19,121.01,122.5,120.82,122.18,1.17,+0.97%,0
2002-11-20,122.29,122.69,122.17,122.59,0.41,+0.34%,0
2002-11-21,122.74,122.94,121.93,122.65,0.06,+0.05%,0
2002-11-22,122.61,122.96,122.47,122.89,0.24,+0.20%,0
2002-11-25,123.07,123.18,121.76,122.13,-0.76,-0.62%,0
2002-11-26,122.13,122.18,121.54,121.58,-0.55,-0.45%,0
2002-11-27,121.71,122.43,121.35,122.33,0.75,+0.62%,0
2002-11-28,122.33,122.44,121.99,122.19,-0.14,-0.11%,0
2002-11-29,122.29,122.76,122.18,122.57,0.38,+0.31%,0
2002-12-02,122.58,125.01,122.55,124.54,1.97,+1.61%,0
2002-12-03,124.46,124.82,124.21,124.56,0.02,+0.02%,0
2002-12-04,124.35,125,124.17,124.55,-0.01,-0.01%,0
2002-12-05,124.57,125.69,124.42,124.82,0.27,+0.22%,0
2002-12-06,124.95,125.5,122.53,123.53,-1.29,-1.03%,0
2002-12-09,123.34,123.53,122.45,123.32,-0.21,-0.17%,0
2002-12-10,123.37,123.83,123.08,123.77,0.45,+0.36%,0
2002-12-11,123.76,124.05,123.11,123.63,-0.14,-0.11%,0
2002-12-12,123.6,123.86,122.5,122.69,-0.94,-0.76%,0
2002-12-13,122.58,122.85,120.33,120.49,-2.2,-1.79%,0
2002-12-16,120.66,121.46,120.43,121.38,0.89,+0.74%,0
2002-12-17,121.39,121.51,120.22,121.26,-0.12,-0.10%,0
2002-12-18,121.3,121.68,120.88,121.14,-0.12,-0.10%,0
2002-12-19,120.98,121.24,120.4,120.44,-0.7,-0.58%,0
2002-12-20,120.59,120.99,120.33,120.4,-0.04,-0.03%,0
2002-12-23,120.4,120.78,119.83,120.43,0.03,+0.02%,0
2002-12-24,120.43,120.51,119.99,120.33,-0.1,-0.08%,0
2002-12-26,120.31,120.42,119.95,119.96,-0.37,-0.31%,0
2002-12-27,119.96,120.18,119.83,119.88,-0.08,-0.07%,0
2002-12-30,119.88,120.01,118.31,118.49,-1.39,-1.16%,0
2002-12-31,118.5,118.83,118.39,118.79,0.3,+0.25%,0
2003-01-02,118.79,120.19,118.66,120.1,1.31,+1.10%,0
2003-01-03,120.09,120.28,119.62,119.69,-0.41,-0.34%,0
2003-01-06,119.81,119.88,118.55,119.22,-0.47,-0.39%,0
2003-01-07,119.21,120.58,119.18,120.43,1.21,+1.01%,0
2003-01-08,120.5,120.5,118.68,119.08,-1.35,-1.12%,0
2003-01-09,119.13,119.58,118.75,119.32,0.24,+0.20%,0
2003-01-10,119.4,120.04,119.11,119.26,-0.06,-0.05%,0
2003-01-13,119.18,119.44,118.76,118.95,-0.31,-0.26%,0
2003-01-14,119.01,119.15,117.64,118.09,-0.86,-0.72%,0
2003-01-15,118.16,118.64,117.82,118.12,0.03,+0.03%,0
2003-01-16,118.09,118.32,117.68,117.87,-0.25,-0.21%,0
2003-01-17,117.8,118.17,117.47,117.74,-0.13,-0.11%,0
2003-01-20,118.01,118.31,117.88,118.02,0.28,+0.24%,0
2003-01-21,118.02,119.12,117.99,118.16,0.14,+0.12%,0
2003-01-22,118.15,118.52,117.97,118.28,0.12,+0.10%,0
2003-01-23,118.3,118.83,117.67,118.09,-0.19,-0.16%,0
2003-01-24,118.08,118.18,117.56,117.79,-0.3,-0.25%,0
2003-01-27,117.84,119.29,117.57,118.49,0.7,+0.59%,0
2003-01-28,118.53,118.94,118.35,118.65,0.16,+0.14%,0
2003-01-29,118.76,118.78,117.88,118.4,-0.25,-0.21%,0
2003-01-30,118.36,119.48,118.35,119.04,0.64,+0.54%,0
2003-01-31,118.96,120.05,118.87,119.94,0.9,+0.76%,0
2003-02-03,119.88,120.92,119.82,120.26,0.32,+0.27%,0
2003-02-04,120.28,120.57,119.63,119.72,-0.54,-0.45%,0
2003-02-05,119.68,120.33,119.07,120.02,0.3,+0.25%,0
2003-02-06,120.03,120.25,119.59,119.85,-0.17,-0.14%,0
2003-02-07,119.79,120.43,119.59,120.28,0.43,+0.36%,0
2003-02-10,120.39,121.39,120.26,121.23,0.95,+0.79%,0
2003-02-11,121.31,121.76,120.93,120.94,-0.29,-0.24%,0
2003-02-12,121.08,121.46,120.49,121.31,0.37,+0.31%,0
2003-02-13,121.4,121.5,120.24,120.65,-0.66,-0.54%,0
2003-02-14,120.56,120.82,120.14,120.35,-0.3,-0.25%,0
2003-02-17,120.46,120.79,120,120.16,-0.19,-0.16%,0
2003-02-18,119.6,119.6,118.71,119.01,-1.15,-0.96%,0
2003-02-19,119.07,119.19,118.58,118.75,-0.26,-0.22%,0
2003-02-20,118.72,119.07,118.13,118.39,-0.36,-0.30%,0
2003-02-21,118.33,118.9,118.21,118.69,0.3,+0.25%,0
2003-02-24,118.8,118.92,117.61,117.9,-0.79,-0.67%,0
2003-02-25,117.88,118.22,117.02,117.33,-0.57,-0.48%,0
2003-02-26,117.36,117.63,117.05,117.08,-0.25,-0.21%,0
2003-02-27,117.18,117.8,116.84,117.62,0.54,+0.46%,0
2003-02-28,117.73,118.27,117.62,118.16,0.54,+0.46%,0
2003-03-03,118.18,118.29,117.13,117.57,-0.59,-0.50%,0
2003-03-04,117.61,118.09,117.46,117.91,0.34,+0.29%,0
2003-03-05,117.6,117.62,117.04,117.34,-0.57,-0.48%,0
