Time,Open,High,Low,Latest,Change,%Change,Volume
2002-01-11,10.2825,10.3113,10.2441,10.268,-0.019,-0.18%,0
2002-01-14,10.2485,10.3522,10.2457,10.3392,0.0712,+0.69%,0
2002-01-15,10.343,10.4093,10.3302,10.4035,0.0643,+0.62%,0
2002-01-16,10.403,10.4906,10.3892,10.473,0.0695,+0.67%,0
2002-01-17,10.4778,10.5414,10.4554,10.4867,0.0137,+0.13%,0
2002-01-18,10.49,10.5234,10.416,10.4387,-0.048,-0.46%,0
2002-01-21,10.4515,10.4587,10.3793,10.4393,0.0006,+0.01%,0
2002-01-22,10.4385,10.4985,10.4291,10.4713,0.032,+0.31%,0
2002-01-23,10.4569,10.5547,10.4274,10.5276,0.0563,+0.54%,0
2002-01-24,10.5343,10.5574,10.507,10.545,0.0174,+0.17%,0
2002-01-25,10.5263,10.6987,10.4994,10.6659,0.1209,+1.15%,0
2002-01-28,10.6757,10.7675,10.6308,10.7273,0.0614,+0.58%,0
2002-01-29,10.7213,10.748,10.5934,10.6796,-0.0477,-0.44%,0
2002-01-30,10.6812,10.7166,10.6353,10.6838,0.0042,+0.04%,0
2002-01-31,10.6812,10.6892,10.6054,10.6759,-0.0079,-0.07%,0
2002-02-01,10.6575,10.7134,10.6345,10.6948,0.0189,+0.18%,0
2002-02-04,10.6735,10.7099,10.6145,10.6289,-0.0659,-0.62%,0
2002-02-05,10.6391,10.686,10.6081,10.626,-0.0029,-0.03%,0
2002-02-06,10.6392,10.6686,10.5816,10.6216,-0.0044,-0.04%,0
2002-02-07,10.6145,10.6704,10.5858,10.6033,-0.0183,-0.17%,0
2002-02-08,10.6175,10.6271,10.562,10.598,-0.0053,-0.05%,0
2002-02-11,10.633,10.6335,10.5242,10.5562,-0.0418,-0.39%,0
2002-02-12,10.5457,10.586,10.524,10.5597,0.0035,+0.03%,0
2002-02-13,10.559,10.596,10.5391,10.5917,0.032,+0.30%,0
2002-02-14,10.5932,10.6017,10.5234,10.5303,-0.0614,-0.58%,0
2002-02-15,10.5448,10.5616,10.4928,10.5213,-0.009,-0.09%,0
